year,geography,geography_type,indicator,value,value_type,demographics,demographic_type,included
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,128,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,20,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,11,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,125,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,129,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,1,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,1,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,9,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,28,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,24,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,127,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,244,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,7,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,9,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,2,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,1,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,4,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,13,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,21,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,23,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,96,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,187,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,10,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,11,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,1,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,1,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,3,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,14,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,28,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,27,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,121,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,230,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,8,Rate,White,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,11,Rate,White,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,3,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,1,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,1,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,3,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,13,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,73,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,170,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,12,Rate,Black,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,6,Rate,Black,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,0,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,4,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,7,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,48,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,100,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,4,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,4,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2,Rate,,,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Cocaine Overdose,1,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Cocaine Overdose,1,Rate,,,No
2015,Tennessee Statewide,State,Inpatient Stays Involving Heroin Overdose,2,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving Heroin Overdose,11,Rate,,,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,24,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,24,Rate,,,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Drug Overdose,112,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Drug Overdose,216,Rate,,,No
2015,Tennessee Statewide,State,Inpatient Stays Involving All Stimulant Overdose,9,Rate,,,No
2015,Tennessee Statewide,State,Outpatient Visits Involving All Stimulant Overdose,10,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1,Count,,,No
2015,Tipton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1,Count,,,No
2015,Tipton,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Tipton,County,Outpatient Visits Involving Cocaine Overdose,1,Count,,,No
2015,Tipton,County,Inpatient Stays Involving Heroin Overdose,5,Count,,,No
2015,Tipton,County,Outpatient Visits Involving Heroin Overdose,20,Count,,,No
2015,Tipton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10,Count,,,No
2015,Tipton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,24,Count,,,No
2015,Tipton,County,Inpatient Stays Involving All Drug Overdose,64,Count,,,No
2015,Tipton,County,Outpatient Visits Involving All Drug Overdose,191,Count,,,No
2015,Tipton,County,Inpatient Stays Involving All Stimulant Overdose,5,Count,,,No
2015,Tipton,County,Outpatient Visits Involving All Stimulant Overdose,10,Count,,,No
2015,Tipton,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving Cocaine Overdose,,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving Heroin Overdose,,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving Heroin Overdose,36,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,16,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,40,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving All Drug Overdose,101,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving All Drug Overdose,320,Rate,,,No
2015,Tipton,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Tipton,County,Outpatient Visits Involving All Stimulant Overdose,18,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving All Drug Overdose,16,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving All Drug Overdose,20,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving All Stimulant Overdose,4,Count,,,No
2015,Trousdale,County,Outpatient Visits Involving All Stimulant Overdose,2,Count,,,No
2015,Trousdale,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving All Drug Overdose,179,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving All Drug Overdose,271,Rate,,,No
2015,Trousdale,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Trousdale,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,9,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,4,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving All Drug Overdose,34,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving All Drug Overdose,36,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving All Stimulant Overdose,1,Count,,,No
2015,Unicoi,County,Outpatient Visits Involving All Stimulant Overdose,0,Count,,,No
2015,Unicoi,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving All Drug Overdose,186,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving All Drug Overdose,250,Rate,,,No
2015,Unicoi,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Unicoi,County,Outpatient Visits Involving All Stimulant Overdose,0,Rate,,,No
2015,Union,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Union,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Union,County,Inpatient Stays Involving Cocaine Overdose,1,Count,,,No
2015,Union,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Union,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Union,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2015,Union,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,10,Count,,,No
2015,Union,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,8,Count,,,No
2015,Union,County,Inpatient Stays Involving All Drug Overdose,22,Count,,,No
2015,Union,County,Outpatient Visits Involving All Drug Overdose,44,Count,,,No
2015,Union,County,Inpatient Stays Involving All Stimulant Overdose,2,Count,,,No
2015,Union,County,Outpatient Visits Involving All Stimulant Overdose,3,Count,,,No
2015,Union,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Union,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Union,County,Inpatient Stays Involving Cocaine Overdose,,Rate,,,No
2015,Union,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Union,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Union,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2015,Union,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,46,Rate,,,No
2015,Union,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Union,County,Inpatient Stays Involving All Drug Overdose,111,Rate,,,No
2015,Union,County,Outpatient Visits Involving All Drug Overdose,246,Rate,,,No
2015,Union,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Union,County,Outpatient Visits Involving All Stimulant Overdose,,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),10,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),8,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Cocaine Overdose,1,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Heroin Overdose,1,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Heroin Overdose,4,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,150,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,134,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Drug Overdose,541,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Drug Overdose,820,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Stimulant Overdose,32,Count,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Stimulant Overdose,38,Count,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),3,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Cocaine Overdose,,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving Heroin Overdose,,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,36,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,39,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Drug Overdose,143,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Drug Overdose,250,Rate,,,No
2015,Upper Cumberland,Region,Inpatient Stays Involving All Stimulant Overdose,10,Rate,,,No
2015,Upper Cumberland,Region,Outpatient Visits Involving All Stimulant Overdose,13,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,1,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving All Drug Overdose,13,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving All Drug Overdose,11,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving All Stimulant Overdose,0,Count,,,No
2015,Van Buren,County,Outpatient Visits Involving All Stimulant Overdose,0,Count,,,No
2015,Van Buren,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving All Drug Overdose,191,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving All Drug Overdose,240,Rate,,,No
2015,Van Buren,County,Inpatient Stays Involving All Stimulant Overdose,0,Rate,,,No
2015,Van Buren,County,Outpatient Visits Involving All Stimulant Overdose,0,Rate,,,No
2015,Warren,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),1,Count,,,No
2015,Warren,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Warren,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Warren,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Warren,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Warren,County,Outpatient Visits Involving Heroin Overdose,0,Count,,,No
2015,Warren,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,25,Count,,,No
2015,Warren,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,15,Count,,,No
2015,Warren,County,Inpatient Stays Involving All Drug Overdose,70,Count,,,No
2015,Warren,County,Outpatient Visits Involving All Drug Overdose,89,Count,,,No
2015,Warren,County,Inpatient Stays Involving All Stimulant Overdose,3,Count,,,No
2015,Warren,County,Outpatient Visits Involving All Stimulant Overdose,0,Count,,,No
2015,Warren,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Warren,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Warren,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Warren,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Warren,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Warren,County,Outpatient Visits Involving Heroin Overdose,0,Rate,,,No
2015,Warren,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,51,Rate,,,No
2015,Warren,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,33,Rate,,,No
2015,Warren,County,Inpatient Stays Involving All Drug Overdose,159,Rate,,,No
2015,Warren,County,Outpatient Visits Involving All Drug Overdose,230,Rate,,,No
2015,Warren,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Warren,County,Outpatient Visits Involving All Stimulant Overdose,0,Rate,,,No
2015,Washington,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Washington,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),2,Count,,,No
2015,Washington,County,Inpatient Stays Involving Cocaine Overdose,3,Count,,,No
2015,Washington,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Washington,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Washington,County,Outpatient Visits Involving Heroin Overdose,2,Count,,,No
2015,Washington,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,31,Count,,,No
2015,Washington,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,17,Count,,,No
2015,Washington,County,Inpatient Stays Involving All Drug Overdose,201,Count,,,No
2015,Washington,County,Outpatient Visits Involving All Drug Overdose,170,Count,,,No
2015,Washington,County,Inpatient Stays Involving All Stimulant Overdose,6,Count,,,No
2015,Washington,County,Outpatient Visits Involving All Stimulant Overdose,10,Count,,,No
2015,Washington,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Washington,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Washington,County,Inpatient Stays Involving Cocaine Overdose,,Rate,,,No
2015,Washington,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Washington,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Washington,County,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2015,Washington,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,22,Rate,,,No
2015,Washington,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,15,Rate,,,No
2015,Washington,County,Inpatient Stays Involving All Drug Overdose,153,Rate,,,No
2015,Washington,County,Outpatient Visits Involving All Drug Overdose,143,Rate,,,No
2015,Washington,County,Inpatient Stays Involving All Stimulant Overdose,,Rate,,,No
2015,Washington,County,Outpatient Visits Involving All Stimulant Overdose,9,Rate,,,No
2015,Wayne,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Count,,,No
2015,Wayne,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),1,Count,,,No
2015,Wayne,County,Inpatient Stays Involving Cocaine Overdose,0,Count,,,No
2015,Wayne,County,Outpatient Visits Involving Cocaine Overdose,0,Count,,,No
2015,Wayne,County,Inpatient Stays Involving Heroin Overdose,0,Count,,,No
2015,Wayne,County,Outpatient Visits Involving Heroin Overdose,1,Count,,,No
2015,Wayne,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,5,Count,,,No
2015,Wayne,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,13,Count,,,No
2015,Wayne,County,Inpatient Stays Involving All Drug Overdose,20,Count,,,No
2015,Wayne,County,Outpatient Visits Involving All Drug Overdose,57,Count,,,No
2015,Wayne,County,Inpatient Stays Involving All Stimulant Overdose,2,Count,,,No
2015,Wayne,County,Outpatient Visits Involving All Stimulant Overdose,2,Count,,,No
2015,Wayne,County,Inpatient Stays Involving Amphetamine Overdose (Including Methamphetamine),0,Rate,,,No
2015,Wayne,County,Outpatient Visits Involving Amphetamine Overdose (Including Methamphetamine),,Rate,,,No
2015,Wayne,County,Inpatient Stays Involving Cocaine Overdose,0,Rate,,,No
2015,Wayne,County,Outpatient Visits Involving Cocaine Overdose,0,Rate,,,No
2015,Wayne,County,Inpatient Stays Involving Heroin Overdose,0,Rate,,,No
2015,Wayne,County,Outpatient Visits Involving Heroin Overdose,,Rate,,,No
2015,Wayne,County,Inpatient Stays Involving All Opioid Overdose Excluding Heroin,,Rate,,,No
2015,Wayne,County,Outpatient Visits Involving All Opioid Overdose Excluding Heroin,76,Rate,,,No
2015,Wayne,County,Inpatient Stays Involving All Drug Overdose,107,Rate,,,No
