year,geography,geography_type,indicator,value,value_type,demographics,demographic_type,included
2015,Tennessee Statewide,State,Heroin Death,0,Count,85+ years,Age,No
2015,Tennessee Statewide,State,Opioid Death,1,Count,85+ years,Age,No
2015,Tennessee Statewide,State,All Opioids,1,Count,85+ years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,0,Count,85+ years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,1,Count,85+ years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,10,Count,85+ years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,85+ years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,99,Count,Female,Sex,No
2015,Tennessee Statewide,State,Benzodiazepine Death,220,Count,Female,Sex,No
2015,Tennessee Statewide,State,Cocaine Death,64,Count,Female,Sex,No
2015,Tennessee Statewide,State,Fentanyl Death,61,Count,Female,Sex,No
2015,Tennessee Statewide,State,Heroin Death,56,Count,Female,Sex,No
2015,Tennessee Statewide,State,Opioid Death,319,Count,Female,Sex,No
2015,Tennessee Statewide,State,All Opioids,431,Count,Female,Sex,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,61,Count,Female,Sex,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,204,Count,Female,Sex,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,640,Count,Female,Sex,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),40,Count,Female,Sex,No
2015,Tennessee Statewide,State,Stimulant Death,202,Count,Male,Sex,No
2015,Tennessee Statewide,State,Benzodiazepine Death,272,Count,Male,Sex,No
2015,Tennessee Statewide,State,Cocaine Death,139,Count,Male,Sex,No
2015,Tennessee Statewide,State,Fentanyl Death,108,Count,Male,Sex,No
2015,Tennessee Statewide,State,Heroin Death,149,Count,Male,Sex,No
2015,Tennessee Statewide,State,Opioid Death,370,Count,Male,Sex,No
2015,Tennessee Statewide,State,All Opioids,604,Count,Male,Sex,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,116,Count,Male,Sex,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,244,Count,Male,Sex,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,811,Count,Male,Sex,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),72,Count,Male,Sex,No
2015,Tennessee Statewide,State,Stimulant Death,226,Count,White,Race,No
2015,Tennessee Statewide,State,Benzodiazepine Death,452,Count,White,Race,No
2015,Tennessee Statewide,State,Cocaine Death,134,Count,White,Race,No
2015,Tennessee Statewide,State,Fentanyl Death,148,Count,White,Race,No
2015,Tennessee Statewide,State,Heroin Death,171,Count,White,Race,No
2015,Tennessee Statewide,State,Opioid Death,647,Count,White,Race,No
2015,Tennessee Statewide,State,All Opioids,947,Count,White,Race,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,147,Count,White,Race,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,413,Count,White,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,1293,Count,White,Race,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),105,Count,White,Race,No
2015,Tennessee Statewide,State,Stimulant Death,69,Count,Black,Race,No
2015,Tennessee Statewide,State,Benzodiazepine Death,30,Count,Black,Race,No
2015,Tennessee Statewide,State,Cocaine Death,66,Count,Black,Race,No
2015,Tennessee Statewide,State,Fentanyl Death,16,Count,Black,Race,No
2015,Tennessee Statewide,State,Heroin Death,29,Count,Black,Race,No
2015,Tennessee Statewide,State,Opioid Death,29,Count,Black,Race,No
2015,Tennessee Statewide,State,All Opioids,67,Count,Black,Race,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,24,Count,Black,Race,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,26,Count,Black,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,132,Count,Black,Race,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),4,Count,Black,Race,No
2015,Tennessee Statewide,State,Stimulant Death,6,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Benzodiazepine Death,9,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Cocaine Death,3,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Fentanyl Death,5,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Heroin Death,4,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Opioid Death,11,Count,Another Race,Race,No
2015,Tennessee Statewide,State,All Opioids,18,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,6,Count,Another Race,Race,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,8,Count,Another Race,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,23,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Count,Another Race,Race,No
2015,Tennessee Statewide,State,Stimulant Death,301,Count,,,No
2015,Tennessee Statewide,State,Benzodiazepine Death,492,Count,,,No
2015,Tennessee Statewide,State,Cocaine Death,203,Count,,,No
2015,Tennessee Statewide,State,Fentanyl Death,169,Count,,,No
2015,Tennessee Statewide,State,Heroin Death,205,Count,,,No
2015,Tennessee Statewide,State,Opioid Death,689,Count,,,No
2015,Tennessee Statewide,State,All Opioids,1035,Count,,,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,177,Count,,,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,448,Count,,,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,1451,Count,,,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),112,Count,,,No
2015,Tennessee Statewide,State,Stimulant Death,2,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,3,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,2,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,3,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,2,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,4,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,All Opioids,8,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,2,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,2,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,10,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,15-24 years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,7,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,11,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,4,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,5,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,8,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,12,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,All Opioids,24,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,6,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,11,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,29,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Rate,25-34 years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,9,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,16,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,6,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,5,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,7,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,21,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,All Opioids,31,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,5,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,14,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,42,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Rate,35-44 years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,9,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,16,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,6,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,4,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,5,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,23,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,All Opioids,33,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,5,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,14,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,46,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),3,Rate,45-54 years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,7,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,9,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,5,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,2,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,2,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,16,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,All Opioids,19,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,3,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,9,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,30,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate,55-64 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants,,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Benzodiazepine Death,2,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine,,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl,,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin,,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Opioid Death,4,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,All Opioids,5,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,2,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,9,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,65-74 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,0,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Heroin Death,0,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,0,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,9,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,75-84 years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines,,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Cocaine Death,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Fentanyl Death,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Heroin Death,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Prescription Opioids,,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids,,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,9,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,85+ years,Age,No
2015,Tennessee Statewide,State,Stimulant Death,3,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Benzodiazepine Death,7,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Cocaine Death,2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Fentanyl Death,2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Heroin Death,2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Opioid Death,9,Rate,Female,Sex,No
2015,Tennessee Statewide,State,All Opioids,13,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,2,Rate,Female,Sex,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,6,Rate,Female,Sex,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,19,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),1,Rate,Female,Sex,No
2015,Tennessee Statewide,State,Stimulant Death,6,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Benzodiazepine Death,9,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Cocaine Death,4,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Fentanyl Death,4,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Heroin Death,5,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Opioid Death,12,Rate,Male,Sex,No
2015,Tennessee Statewide,State,All Opioids,19,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,4,Rate,Male,Sex,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,8,Rate,Male,Sex,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,26,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate,Male,Sex,No
2015,Tennessee Statewide,State,Stimulant Death,4,Rate,White,Race,No
2015,Tennessee Statewide,State,Benzodiazepine Death,9,Rate,White,Race,No
2015,Tennessee Statewide,State,Cocaine Death,3,Rate,White,Race,No
2015,Tennessee Statewide,State,Fentanyl Death,3,Rate,White,Race,No
2015,Tennessee Statewide,State,Heroin Death,4,Rate,White,Race,No
2015,Tennessee Statewide,State,Opioid Death,12,Rate,White,Race,No
2015,Tennessee Statewide,State,All Opioids,18,Rate,White,Race,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,3,Rate,White,Race,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,8,Rate,White,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,25,Rate,White,Race,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate,White,Race,No
2015,Tennessee Statewide,State,Stimulant Death,6,Rate,Black,Race,No
2015,Tennessee Statewide,State,Benzodiazepine Death,3,Rate,Black,Race,No
2015,Tennessee Statewide,State,Cocaine Death,6,Rate,Black,Race,No
2015,Tennessee Statewide,State,Fentanyl Death,1,Rate,Black,Race,No
2015,Tennessee Statewide,State,Heroin Death,3,Rate,Black,Race,No
2015,Tennessee Statewide,State,Opioid Death,3,Rate,Black,Race,No
2015,Tennessee Statewide,State,All Opioids,6,Rate,Black,Race,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,2,Rate,Black,Race,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,2,Rate,Black,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,12,Rate,Black,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,Black,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Stimulants,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Benzodiazepines,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Cocaine,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Fentanyl,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Heroin,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Opioid Death,4,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,All Opioids,7,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,10,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,Another Race,Race,No
2015,Tennessee Statewide,State,Stimulant Death,5,Rate,,,No
2015,Tennessee Statewide,State,Benzodiazepine Death,8,Rate,,,No
2015,Tennessee Statewide,State,Cocaine Death,3,Rate,,,No
2015,Tennessee Statewide,State,Fentanyl Death,3,Rate,,,No
2015,Tennessee Statewide,State,Heroin Death,3,Rate,,,No
2015,Tennessee Statewide,State,Opioid Death,10,Rate,,,No
2015,Tennessee Statewide,State,All Opioids,16,Rate,,,No
2015,Tennessee Statewide,State,Opioids and Any Stimulant,3,Rate,,,No
2015,Tennessee Statewide,State,All Opioids and Benzodiazepines,7,Rate,,,No
2015,Tennessee Statewide,State,All Drug Overdose Deaths,22,Rate,,,No
2015,Tennessee Statewide,State,Psychostimulants with Abuse Potential (Including Methamphetamine),2,Rate,,,No
2015,Tipton,County,Stimulant Death,6,Count,,,No
2015,Tipton,County,Benzodiazepine Death,5,Count,,,No
2015,Tipton,County,Cocaine Death,0,Count,,,No
2015,Tipton,County,Fentanyl Death,3,Count,,,No
2015,Tipton,County,Heroin Death,3,Count,,,No
2015,Tipton,County,Opioid Death,8,Count,,,No
2015,Tipton,County,All Opioids,12,Count,,,No
2015,Tipton,County,Opioids and Any Stimulant,4,Count,,,No
2015,Tipton,County,All Opioids and Benzodiazepines,5,Count,,,No
2015,Tipton,County,All Drug Overdose Deaths,15,Count,,,No
2015,Tipton,County,Psychostimulants with Abuse Potential (Including Methamphetamine),6,Count,,,No
2015,Tipton,County,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2015,Tipton,County,Cocaine Death,0,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2015,Tipton,County,All Opioids,20,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2015,Tipton,County,All Drug Overdose Deaths,25,Rate,,,No
2015,Tipton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2015,Trousdale,County,Stimulant Death,0,Count,,,No
2015,Trousdale,County,Benzodiazepine Death,0,Count,,,No
2015,Trousdale,County,Cocaine Death,0,Count,,,No
2015,Trousdale,County,Fentanyl Death,0,Count,,,No
2015,Trousdale,County,Heroin Death,0,Count,,,No
2015,Trousdale,County,Opioid Death,0,Count,,,No
2015,Trousdale,County,All Opioids,0,Count,,,No
2015,Trousdale,County,Opioids and Any Stimulant,0,Count,,,No
2015,Trousdale,County,All Opioids and Benzodiazepines,0,Count,,,No
2015,Trousdale,County,All Drug Overdose Deaths,0,Count,,,No
2015,Trousdale,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2015,Trousdale,County,Stimulant Death,0,Rate,,,No
2015,Trousdale,County,Benzodiazepine Death,0,Rate,,,No
2015,Trousdale,County,Cocaine Death,0,Rate,,,No
2015,Trousdale,County,Fentanyl Death,0,Rate,,,No
2015,Trousdale,County,Heroin Death,0,Rate,,,No
2015,Trousdale,County,Opioid Death,0,Rate,,,No
2015,Trousdale,County,All Opioids,0,Rate,,,No
2015,Trousdale,County,Opioids and Any Stimulant,0,Rate,,,No
2015,Trousdale,County,All Opioids and Benzodiazepines,0,Rate,,,No
2015,Trousdale,County,All Drug Overdose Deaths,0,Rate,,,No
2015,Trousdale,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2015,Unicoi,County,Stimulant Death,0,Count,,,No
2015,Unicoi,County,Benzodiazepine Death,3,Count,,,No
2015,Unicoi,County,Cocaine Death,0,Count,,,No
2015,Unicoi,County,Fentanyl Death,1,Count,,,No
2015,Unicoi,County,Heroin Death,0,Count,,,No
2015,Unicoi,County,Opioid Death,2,Count,,,No
2015,Unicoi,County,All Opioids,3,Count,,,No
2015,Unicoi,County,Opioids and Any Stimulant,0,Count,,,No
2015,Unicoi,County,All Opioids and Benzodiazepines,3,Count,,,No
2015,Unicoi,County,All Drug Overdose Deaths,4,Count,,,No
2015,Unicoi,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2015,Unicoi,County,Stimulant Death,0,Rate,,,No
2015,Unicoi,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2015,Unicoi,County,Cocaine Death,0,Rate,,,No
2015,Unicoi,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2015,Unicoi,County,Heroin Death,0,Rate,,,No
2015,Unicoi,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2015,Unicoi,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2015,Unicoi,County,Opioids and Any Stimulant,0,Rate,,,No
2015,Unicoi,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2015,Unicoi,County,All Drug Overdose Deaths,,Rate,,,No
2015,Unicoi,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2015,Union,County,Stimulant Death,0,Count,,,No
2015,Union,County,Benzodiazepine Death,1,Count,,,No
2015,Union,County,Cocaine Death,0,Count,,,No
2015,Union,County,Fentanyl Death,1,Count,,,No
2015,Union,County,Heroin Death,0,Count,,,No
2015,Union,County,Opioid Death,2,Count,,,No
2015,Union,County,All Opioids,3,Count,,,No
2015,Union,County,Opioids and Any Stimulant,0,Count,,,No
2015,Union,County,All Opioids and Benzodiazepines,1,Count,,,No
2015,Union,County,All Drug Overdose Deaths,8,Count,,,No
2015,Union,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2015,Union,County,Stimulant Death,0,Rate,,,No
2015,Union,County,Drug Overdose Deaths Involving Benzodiazepines,,Rate,,,No
2015,Union,County,Cocaine Death,0,Rate,,,No
2015,Union,County,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2015,Union,County,Heroin Death,0,Rate,,,No
2015,Union,County,Drug Overdose Deaths Involving Prescription Opioids,,Rate,,,No
2015,Union,County,Drug Overdose Deaths Involving All Opioids,,Rate,,,No
2015,Union,County,Opioids and Any Stimulant,0,Rate,,,No
2015,Union,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,,Rate,,,No
2015,Union,County,All Drug Overdose Deaths,,Rate,,,No
2015,Union,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Rate,,,No
2015,Upper Cumberland,Region,Stimulant Death,9,Count,,,No
2015,Upper Cumberland,Region,Benzodiazepine Death,34,Count,,,No
2015,Upper Cumberland,Region,Cocaine Death,1,Count,,,No
2015,Upper Cumberland,Region,Fentanyl Death,5,Count,,,No
2015,Upper Cumberland,Region,Heroin Death,3,Count,,,No
2015,Upper Cumberland,Region,Opioid Death,39,Count,,,No
2015,Upper Cumberland,Region,All Opioids,50,Count,,,No
2015,Upper Cumberland,Region,Opioids and Any Stimulant,4,Count,,,No
2015,Upper Cumberland,Region,All Opioids and Benzodiazepines,33,Count,,,No
2015,Upper Cumberland,Region,All Drug Overdose Deaths,70,Count,,,No
2015,Upper Cumberland,Region,Psychostimulants with Abuse Potential (Including Methamphetamine),8,Count,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving All Stimulants,,Rate,,,No
2015,Upper Cumberland,Region,Benzodiazepine Death,10,Rate,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving Cocaine,,Rate,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving Fentanyl,,Rate,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving Heroin,,Rate,,,No
2015,Upper Cumberland,Region,Opioid Death,12,Rate,,,No
2015,Upper Cumberland,Region,All Opioids,15,Rate,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving Opioids and Any Stimulant,,Rate,,,No
2015,Upper Cumberland,Region,All Opioids and Benzodiazepines,10,Rate,,,No
2015,Upper Cumberland,Region,All Drug Overdose Deaths,20,Rate,,,No
2015,Upper Cumberland,Region,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),,Rate,,,No
2015,Van Buren,County,Stimulant Death,0,Count,,,No
2015,Van Buren,County,Benzodiazepine Death,0,Count,,,No
2015,Van Buren,County,Cocaine Death,0,Count,,,No
2015,Van Buren,County,Fentanyl Death,0,Count,,,No
2015,Van Buren,County,Heroin Death,0,Count,,,No
2015,Van Buren,County,Opioid Death,0,Count,,,No
2015,Van Buren,County,All Opioids,0,Count,,,No
2015,Van Buren,County,Opioids and Any Stimulant,0,Count,,,No
2015,Van Buren,County,All Opioids and Benzodiazepines,0,Count,,,No
2015,Van Buren,County,All Drug Overdose Deaths,0,Count,,,No
2015,Van Buren,County,Psychostimulants with Abuse Potential (Including Methamphetamine),0,Count,,,No
2015,Van Buren,County,Stimulant Death,0,Rate,,,No
2015,Van Buren,County,Benzodiazepine Death,0,Rate,,,No
2015,Van Buren,County,Cocaine Death,0,Rate,,,No
2015,Van Buren,County,Fentanyl Death,0,Rate,,,No
2015,Van Buren,County,Heroin Death,0,Rate,,,No
2015,Van Buren,County,Opioid Death,0,Rate,,,No
2015,Van Buren,County,All Opioids,0,Rate,,,No
